dog_breed,confidence_rate,is_dog
American Staffordshire Terrier,6.7,True
Ibizan Hound,34.27,True
Brittany Spaniel,22.91,True
Chihuahua,10.4,True
Dandie Dinmont,67.61,True
West Highland White Terrier,4.08,True
Clumber,3.95,True
Banana,10.73,False
Orange,9.97,False
Bagel,8.9,False
Wool,7.01,False
Siamang,6.25,False
Gorilla,5.89,False
Minivan,73.02,False
Beach Wagon,7.87,False
Car Wheel,6.43,False
Axolotl,61.16,False
Tailed Frog,18.65,False
Common Newt,7.87,False
Arctic Fox,18.82,False
Indri,12.36,False
Malamute,8.04,True
Peacock,99.99,False
European Gallinule,0.0,False
Agama,0.0,False
English Springer,40.37,True
Brittany Spaniel,34.76,True
Welsh Springer Spaniel,13.72,True
Sussex Spaniel,40.36,True
Otterhound,25.63,True
Irish Terrier,18.73,True
Sorrel,46.04,False
Basenji,13.58,True
Cardigan,9.92,True
Jack-O'-Lantern,91.91,False
Chesapeake Bay Retriever,2.74,True
Labrador Retriever,2.01,True
Window Shade,58.34,False
Giant Schnauzer,6.22,True
Window Screen,3.99,False
Chow,33.53,True
Golden Retriever,30.59,True
Tibetan Mastiff,6.33,True
Seat Belt,95.23,False
Toy Terrier,3.89,True
Beagle,0.32,True
Chihuahua,27.58,True
Corn,7.36,False
Bolete,5.49,False
Bow Tie,26.88,False
Cardigan,15.4,False
Wig,7.23,False
Sea Urchin,49.33,False
Porcupine,46.06,False
Cardoon,0.81,False
Maltese Dog,58.44,True
Miniature Schnauzer,6.42,True
Toy Poodle,6.09,True
Ping-Pong Ball,99.99,False
Tennis Ball,0.0,False
Racket,0.0,False
Pug,80.22,True
French Bulldog,17.26,True
Bull Mastiff,0.72,True
Whippet,17.8,True
Chesapeake Bay Retriever,10.6,True
Beagle,7.87,True
English Springer,97.49,True
English Setter,1.17,True
Cocker Spaniel,0.27,True
Platypus,97.41,False
Spotted Salamander,1.11,False
Bison,0.39,False
Cairn,24.5,True
West Highland White Terrier,13.77,True
Miniature Schnauzer,8.92,True
Irish Terrier,25.49,True
Briard,22.77,True
Soft-Coated Wheaten Terrier,22.33,True
Shetland Sheepdog,38.03,True
Cardigan,34.28,True
Guinea Pig,15.62,False
Chihuahua,36.89,True
Pomeranian,28.21,True
Papillon,17.88,True
Toy Poodle,38.33,True
Miniature Poodle,15.37,True
Chow,13.85,True
German Short-Haired Pointer,27.35,True
Staffordshire Bullterrier,13.29,True
Bluetick,12.46,True
Mud Turtle,15.75,False
Terrapin,13.18,False
Box Turtle,6.07,False
Malamute,60.19,True
Siberian Husky,34.01,True
Eskimo Dog,5.0,True
Boathouse,31.38,False
Birdhouse,13.83,False
Ashcan,4.57,False
Italian Greyhound,32.93,True
American Staffordshire Terrier,30.53,True
Whippet,11.17,True
Snail,56.36,False
Slug,29.66,False
Bolete,3.18,False
Blenheim Spaniel,99.83,True
Beagle,0.06,True
Brittany Spaniel,0.04,True
Web Site,90.16,False
Borzoi,2.67,True
Chihuahua,1.24,True
Pot,27.38,False
Tray,9.29,False
Doormat,5.07,False
Beagle,37.53,True
Saint Bernard,17.49,True
English Foxhound,11.59,True
Piggy Bank,17.63,False
Hair Spray,9.75,False
Toy Poodle,8.65,True
Teddy,95.31,False
Koala,0.7,False
Fur Coat,0.54,False
Miniature Pinscher,73.47,True
Rottweiler,13.11,True
Doberman,8.15,True
Vizsla,74.32,True
Redbone,21.73,True
Rhodesian Ridgeback,2.85,True
Pomeranian,98.42,True
Keeshond,1.02,True
Papillon,0.22,True
Car Mirror,34.31,False
Seat Belt,11.03,False
Wing,8.01,False
Pembroke,85.85,True
Hamster,2.63,False
Shetland Sheepdog,2.24,True
Washbasin,24.58,False
Toilet Seat,10.94,False
Paper Towel,10.57,False
Pomeranian,99.83,True
Chihuahua,0.06,True
Pekinese,0.05,True
Christmas Stocking,18.84,False
Studio Couch,8.69,False
Bookcase,8.26,False
Dalmatian,14.13,True
Borzoi,13.77,True
Labrador Retriever,10.38,True
Weasel,26.28,False
Siamese Cat,14.83,False
Hamster,11.64,False
Seat Belt,87.45,False
Golden Retriever,5.54,True
Labrador Retriever,2.69,True
Maltese Dog,65.96,True
Tibetan Terrier,19.35,True
Shih-Tzu,3.93,True
Eskimo Dog,59.57,True
Siberian Husky,21.45,True
White Wolf,14.72,False
Candle,17.43,False
Lampshade,12.04,False
Plunger,7.21,False
West Highland White Terrier,94.68,True
Miniature Schnauzer,2.23,True
Cairn,0.95,True
Minivan,87.35,False
Pickup,4.13,False
Beach Wagon,1.54,False
Chihuahua,98.05,True
Toy Terrier,0.92,True
Miniature Pinscher,0.27,True
Toy Poodle,62.37,True
Miniature Poodle,25.99,True
Standard Poodle,8.25,True
Cocker Spaniel,35.98,True
Blenheim Spaniel,13.95,True
Toy Poodle,13.27,True
Airedale,16.88,True
Norfolk Terrier,10.75,True
Lakeland Terrier,9.78,True
Brabancon Griffon,48.33,True
Miniature Pinscher,30.75,True
Redbone,7.05,True
Basset,74.94,True
Beagle,13.36,True
Welsh Springer Spaniel,3.02,True
Golden Retriever,53.9,True
Irish Setter,40.66,True
Cocker Spaniel,4.15,True
Labrador Retriever,36.78,True
German Short-Haired Pointer,28.06,True
Chesapeake Bay Retriever,18.42,True
Chihuahua,97.4,True
French Bulldog,1.08,True
Pekinese,0.21,True
Teddy,37.97,False
Pembroke,21.23,True
Chow,9.7,True
Cuirass,75.68,False
Breastplate,23.35,False
Bulletproof Vest,0.38,False
Siberian Husky,42.42,True
Eskimo Dog,23.77,True
Malamute,5.26,True
Golden Retriever,91.96,True
Labrador Retriever,4.97,True
Kuvasz,1.02,True
Seashore,20.17,False
Cardigan,13.15,True
Sandbar,10.14,False
Golden Retriever,99.28,True
Irish Setter,0.34,True
Saluki,0.12,True
Minivan,43.54,False
Police Van,31.01,False
Minibus,6.82,False
Pug,91.05,True
French Bulldog,5.51,True
Chihuahua,1.49,True
Chihuahua,80.35,True
Pomeranian,5.39,True
Chow,3.23,True
Comic Book,27.59,False
Bib,17.35,False
Jersey,7.39,False
Chihuahua,12.72,True
Italian Greyhound,5.42,True
Pillow,4.86,False
Pembroke,82.29,True
Cardigan,17.7,True
Basenji,0.0,True
Hog,11.38,False
English Springer,8.98,True
French Bulldog,8.22,True
Lynx,28.75,False
Tabby,20.6,False
Koala,8.14,False
Pug,91.73,True
Waffle Iron,1.49,False
Chihuahua,1.35,True
Arabian Camel,99.96,False
Bison,0.02,False
Llama,0.01,False
Doormat,97.61,False
Chihuahua,0.56,True
Norfolk Terrier,0.39,True
Jellyfish,44.72,False
Coral Reef,23.86,False
Goldfish,4.02,False
Golden Retriever,60.85,True
Irish Setter,9.71,True
Redbone,7.6,True
Basset,60.54,True
Welsh Springer Spaniel,18.48,True
Saint Bernard,11.63,True
Shower Curtain,22.63,False
Chesapeake Bay Retriever,16.59,True
Bathtub,5.67,False
Cocker Spaniel,36.75,True
Lakeland Terrier,27.26,True
Soft-Coated Wheaten Terrier,6.7,True
Standard Poodle,23.76,True
Old English Sheepdog,19.56,True
Toy Poodle,14.47,True
Brittany Spaniel,82.84,True
Ibizan Hound,4.31,True
Blenheim Spaniel,2.8,True
Kelpie,42.2,True
Collie,22.71,True
Cardigan,16.82,True
Teddy,41.34,False
Pillow,32.56,False
Miniature Schnauzer,3.55,True
Golden Retriever,90.35,True
Tibetan Mastiff,4.15,True
Kuvasz,2.25,True
Malinois,64.02,True
Irish Terrier,15.37,True
Rhodesian Ridgeback,6.85,True
Redbone,46.12,True
Italian Greyhound,27.07,True
Miniature Pinscher,10.98,True
Chesapeake Bay Retriever,28.55,True
Weimaraner,14.68,True
Black-Footed Ferret,6.09,False
Beagle,31.91,True
Italian Greyhound,10.33,True
Basenji,9.19,True
Ski Mask,30.29,False
Knee Pad,9.69,False
Balance Beam,8.41,False
Common Iguana,48.4,False
Frilled Lizard,11.14,False
Sandbar,7.9,False
Vacuum,43.26,False
Pug,14.63,True
Toilet Tissue,2.45,False
Komondor,100.0,True
Llama,0.0,False
Ram,0.0,False
Pekinese,58.9,True
Shih-Tzu,39.1,True
Japanese Spaniel,0.33,True
Miniature Schnauzer,90.45,True
Australian Terrier,2.25,True
Silky Terrier,1.52,True
French Bulldog,96.54,True
Pug,0.86,True
Boston Bull,0.8,True
Ox,7.15,False
Groenendael,5.45,True
Angora,4.5,False
Chihuahua,70.82,True
Pomeranian,9.14,True
Titi,6.73,False
Crash Helmet,75.79,False
Toaster,3.75,False
Mouse,2.73,False
Bustard,38.08,False
Pelican,10.06,False
Crane,8.47,False
Shih-Tzu,98.56,True
Lhasa,0.71,True
Pekinese,0.31,True
Bearskin,42.79,False
Bow,25.89,False
Panpipe,2.16,False
American Staffordshire Terrier,26.77,True
French Bulldog,25.41,True
Staffordshire Bullterrier,21.24,True
Lakeland Terrier,37.3,True
Toy Poodle,25.04,True
Chihuahua,18.97,True
Labrador Retriever,19.58,True
Kuvasz,12.16,True
English Setter,8.15,True
Basenji,5.54,True
Shetland Sheepdog,5.43,True
Whippet,5.19,True
Staffordshire Bullterrier,41.29,True
Miniature Pinscher,16.15,True
American Staffordshire Terrier,11.25,True
Standard Poodle,58.74,True
Bedlington Terrier,18.24,True
Afghan Hound,4.1,True
Arctic Fox,11.92,False
Labrador Retriever,10.0,True
Pug,8.67,True
Shopping Basket,39.84,False
Hamper,36.32,False
Bassinet,8.42,False
King Penguin,60.67,False
Ice Bear,26.42,False
Eskimo Dog,3.28,True
Web Site,99.55,False
Skunk,0.14,False
Badger,0.07,False
Golden Retriever,21.59,True
Basset,18.92,True
Cardigan,11.3,True
Soft-Coated Wheaten Terrier,40.64,True
Lakeland Terrier,26.39,True
Toy Poodle,15.08,True
Pembroke,48.48,True
Cardigan,42.53,True
Basenji,1.48,True
Canoe,40.77,False
Paddle,11.55,False
Pembroke,9.44,True
Chihuahua,73.45,True
Miniature Pinscher,6.83,True
Toy Terrier,4.64,True
Chow,80.93,True
Minivan,7.13,False
Pekinese,3.79,True
Trombone,39.03,False
Cornet,31.41,False
French Horn,25.52,False
Chow,39.51,True
Golden Retriever,37.21,True
Labrador Retriever,14.88,True
Labrador Retriever,65.52,True
Golden Retriever,10.79,True
Chesapeake Bay Retriever,6.58,True
Blenheim Spaniel,95.84,True
Cocker Spaniel,2.68,True
Welsh Springer Spaniel,0.78,True
Chihuahua,66.48,True
Cowboy Boot,6.03,False
Giant Panda,5.98,False
Arctic Fox,47.36,False
Wallaby,26.14,False
White Wolf,8.09,False
Angora,91.88,False
Hen,3.78,False
Wood Rabbit,1.1,False
Pembroke,54.89,True
Cardigan,19.11,True
Collie,5.98,True
Hamster,17.21,False
Guinea Pig,9.49,False
Band Aid,6.0,False
Labrador Retriever,20.91,True
Hog,20.4,False
Newfoundland,16.59,True
Leatherback Turtle,45.25,False
Boxer,19.67,True
Terrapin,16.1,False
Frilled Lizard,25.77,False
Ox,23.52,False
Triceratops,8.53,False
Norwegian Elkhound,29.89,True
Malamute,27.95,True
Eskimo Dog,19.84,True
Pomeranian,80.04,True
Pekinese,16.84,True
Chihuahua,0.89,True
Malamute,8.85,True
Golden Retriever,8.75,True
Muzzle,7.5,False
Seat Belt,20.04,False
Miniature Pinscher,10.6,True
Schipperke,10.47,True
Common Iguana,99.96,False
Frilled Lizard,0.02,False
African Chameleon,0.01,False
Jigsaw Puzzle,100.0,False
Prayer Rug,0.0,False
Doormat,0.0,False
Malamute,96.73,True
Siberian Husky,1.62,True
Eskimo Dog,1.13,True
Miniature Pinscher,21.42,True
Bath Towel,14.68,False
Chihuahua,10.42,True
Toyshop,25.31,False
Chihuahua,18.72,True
Brabancon Griffon,11.28,True
Flat-Coated Retriever,50.84,True
Chesapeake Bay Retriever,26.22,True
Curly-Coated Retriever,4.89,True
Dalmatian,53.51,True
English Setter,45.12,True
Great Dane,0.82,True
Lorikeet,46.61,False
Hummingbird,8.3,False
African Grey,5.42,False
West Highland White Terrier,36.05,True
Pug,9.35,True
Ice Bear,6.9,False
Fire Engine,88.35,False
Tow Truck,7.47,False
Jeep,1.28,False
Kuvasz,36.02,True
Golden Retriever,29.37,True
Labrador Retriever,27.07,True
Ibex,61.91,False
Bighorn,12.51,False
Ram,7.47,False
Electric Fan,98.44,False
Spotlight,0.77,False
Lampshade,0.19,False
Toy Poodle,78.74,True
Miniature Poodle,20.22,True
Teddy,0.4,False
Pomeranian,41.29,True
Pembroke,31.3,True
Chihuahua,7.2,True
Yorkshire Terrier,61.9,True
Silky Terrier,30.03,True
Australian Terrier,5.34,True
Pembroke,43.53,True
Cardigan,30.74,True
Cocker Spaniel,3.32,True
Golden Retriever,63.3,True
Kuvasz,14.64,True
Labrador Retriever,4.62,True
Hare,44.79,False
Dhole,9.24,False
Chesapeake Bay Retriever,8.81,True
Italian Greyhound,12.52,True
Standard Poodle,8.46,True
Cocker Spaniel,8.13,True
Beagle,63.62,True
Labrador Retriever,11.93,True
Golden Retriever,8.25,True
Labrador Retriever,99.67,True
Golden Retriever,0.17,True
Beagle,0.07,True
Chihuahua,14.4,True
Christmas Stocking,11.87,False
Ski Mask,9.25,False
Borzoi,85.21,True
Ice Bear,13.23,False
Weasel,0.57,False
Toy Poodle,30.42,True
Pug,22.34,True
Lakeland Terrier,7.33,True
Tibetan Terrier,67.64,True
Irish Terrier,5.49,True
Yorkshire Terrier,4.06,True
Labrador Retriever,82.57,True
French Bulldog,5.66,True
Staffordshire Bullterrier,5.4,True
Goose,98.08,False
Drake,0.69,False
Hen,0.53,False
Porcupine,98.92,False
Bath Towel,0.63,False
Badger,0.1,False
Rottweiler,99.91,True
Miniature Pinscher,0.05,True
Black-And-Tan Coonhound,0.02,True
Saint Bernard,38.14,True
Leonberg,12.8,True
Golden Retriever,6.94,True
Papillon,55.7,True
Border Collie,27.2,True
Collie,7.35,True
Teddy,70.95,False
Bath Towel,12.73,False
Christmas Stocking,2.86,False
Golden Retriever,46.26,True
Labrador Retriever,45.49,True
Kuvasz,2.42,True
Siberian Husky,69.49,True
Malamute,23.2,True
Eskimo Dog,5.06,True
Rottweiler,28.36,True
Miniature Pinscher,14.81,True
Black-And-Tan Coonhound,9.56,True
Vacuum,33.58,False
Swab,26.53,False
Toilet Tissue,14.07,False
Golden Retriever,94.99,True
Irish Setter,1.06,True
Chesapeake Bay Retriever,0.58,True
Vizsla,25.92,True
Chesapeake Bay Retriever,17.63,True
Weimaraner,11.24,True
Soft-Coated Wheaten Terrier,31.9,True
Lakeland Terrier,21.52,True
Toy Poodle,10.6,True
Toy Poodle,26.64,True
Chihuahua,24.32,True
Bluetick,7.28,True
Giant Schnauzer,84.13,True
Lakeland Terrier,5.27,True
Irish Water Spaniel,3.44,True
Miniature Pinscher,14.02,True
Rottweiler,13.41,True
Beagle,8.19,True
Golden Retriever,47.14,True
Miniature Poodle,9.2,True
Standard Poodle,8.74,True
Toy Poodle,53.54,True
Pomeranian,8.75,True
Miniature Poodle,6.21,True
West Highland White Terrier,74.77,True
Samoyed,24.36,True
Toy Poodle,0.18,True
Pembroke,74.16,True
Chihuahua,5.79,True
Toy Poodle,3.91,True
Chihuahua,95.95,True
Italian Greyhound,0.54,True
Pomeranian,0.26,True
Chihuahua,48.37,True
Pug,9.25,True
Brabancon Griffon,5.75,True
Jigsaw Puzzle,56.0,False
Doormat,10.33,False
Space Heater,4.26,False
Chesapeake Bay Retriever,82.57,True
Vizsla,9.1,True
Kelpie,2.3,True
Golden Retriever,76.53,True
Labrador Retriever,20.67,True
Seat Belt,1.07,False
Hyena,98.72,False
African Hunting Dog,1.26,False
Coyote,0.01,False
Hay,50.76,False
Rottweiler,6.25,True
Water Buffalo,4.84,False
Swab,58.94,False
Chain Saw,19.01,False
Wig,3.45,False
Triceratops,44.21,False
Armadillo,11.41,False
Common Iguana,4.33,False
Airedale,44.85,True
Toy Poodle,12.4,True
Teddy,11.02,False
Maltese Dog,35.94,True
Teddy,14.88,False
West Highland White Terrier,10.6,True
Miniature Schnauzer,49.7,True
Standard Schnauzer,28.53,True
Giant Schnauzer,7.38,True
English Setter,32.88,True
Brittany Spaniel,28.35,True
Ibizan Hound,5.75,True
Snail,99.99,False
Slug,0.01,False
Acorn,0.0,False
Italian Greyhound,61.83,True
Weimaraner,15.14,True
Vizsla,8.6,True
Seat Belt,37.51,False
Miniature Pinscher,16.72,True
Chihuahua,8.7,True
Miniature Poodle,54.69,True
Cocker Spaniel,16.53,True
Toy Poodle,9.6,True
Labrador Retriever,88.77,True
Chihuahua,2.93,True
French Bulldog,2.08,True
German Shepherd,97.54,True
Beagle,0.87,True
Bloodhound,0.54,True
Border Collie,44.78,True
English Springer,17.05,True
Collie,13.92,True
Ibizan Hound,4.43,True
Pembroke,4.32,True
West Highland White Terrier,3.89,True
Dalmatian,27.9,True
Labrador Retriever,23.76,True
Great Pyrenees,17.11,True
Curly-Coated Retriever,32.21,True
Giant Schnauzer,28.8,True
Labrador Retriever,16.63,True
Chihuahua,67.19,True
Beagle,12.47,True
Saluki,4.41,True
Chesapeake Bay Retriever,18.41,True
Chain Saw,5.68,False
Power Drill,3.68,False
Llama,50.52,False
Irish Terrier,10.41,True
Dingo,6.21,False
Pembroke,37.14,True
Chow,24.94,True
Pomeranian,24.19,True
Blenheim Spaniel,90.68,True
Cocker Spaniel,9.03,True
Shih-Tzu,0.11,True
Toy Terrier,14.97,True
Papillon,14.83,True
Chihuahua,14.29,True
Coho,40.46,False
Barracouta,27.15,False
Gar,18.99,False
Black-And-Tan Coonhound,52.91,True
Bloodhound,24.42,True
Flat-Coated Retriever,17.38,True
Chihuahua,97.81,True
Toy Terrier,0.94,True
Papillon,0.46,True
Soft-Coated Wheaten Terrier,32.65,True
Afghan Hound,25.96,True
Briard,20.68,True
Guinea Pig,99.65,False
Skunk,0.24,False
Hamster,0.05,False
Malamute,33.69,True
Siberian Husky,14.77,True
Eskimo Dog,9.34,True
Golden Retriever,85.87,True
Chesapeake Bay Retriever,5.48,True
Labrador Retriever,1.42,True
Ox,41.67,False
Newfoundland,27.84,True
Groenendael,10.26,True
Three-Toed Sloth,91.47,False
Otter,1.52,False
Great Grey Owl,1.32,False
Maltese Dog,85.75,True
Toy Poodle,6.31,True
Miniature Poodle,2.56,True
Italian Greyhound,17.61,True
Toy Terrier,11.19,True
Basenji,11.12,True
Desktop Computer,8.65,False
Desk,8.55,False
Bookcase,7.95,False
Hen,96.59,False
Cock,3.39,False
Partridge,0.01,False
English Setter,29.86,True
Newfoundland,14.98,True
Borzoi,13.36,True
Lhasa,58.23,True
Shih-Tzu,16.62,True
Dandie Dinmont,8.97,True
Bloodhound,19.52,True
German Shepherd,7.83,True
Malinois,7.56,True
Pug,48.98,True
Bull Mastiff,40.47,True
French Bulldog,4.9,True
Walker Hound,26.09,True
English Foxhound,17.54,True
Ibizan Hound,9.75,True
Gordon Setter,50.37,True
Yorkshire Terrier,17.42,True
Pekinese,10.95,True
Golden Retriever,77.59,True
Tibetan Mastiff,9.37,True
Labrador Retriever,7.24,True
Miniature Poodle,20.15,True
Komondor,19.23,True
Soft-Coated Wheaten Terrier,8.21,True
Shopping Cart,96.25,False
Shopping Basket,1.46,False
Golden Retriever,0.8,True
Chow,69.25,True
Tibetan Mastiff,5.83,True
Fur Coat,5.44,False
Box Turtle,93.3,False
Mud Turtle,4.59,False
Terrapin,1.79,False
Bernese Mountain Dog,65.11,True
English Springer,26.38,True
Greater Swiss Mountain Dog,1.62,True
Miniature Pinscher,56.03,True
Rottweiler,24.37,True
Doberman,15.46,True
Rhodesian Ridgeback,40.81,True
Redbone,36.07,True
Miniature Pinscher,22.28,True
German Shepherd,59.65,True
Malinois,13.86,True
Bloodhound,11.62,True
Redbone,50.68,True
Miniature Pinscher,7.42,True
Rhodesian Ridgeback,7.2,True
Welsh Springer Spaniel,46.51,True
Collie,15.67,True
Shetland Sheepdog,6.14,True
